t,metal,energy,metal_income,energy_income,extractors,converters,build_power,factories,constructors,nanos,army_count,army_value,stall,metal_wasted,energy_wasted
10,968,721,4.00,30.0,1,0,300,0,0,0,0,0,1.00,5,75
20,853,1011,4.00,50.0,1,0,300,0,0,0,0,0,1.00,5,75
30,608,939,4.00,50.0,1,0,300,0,0,0,0,0,1.00,5,75
40,408,896,4.00,50.0,1,0,450,1,0,0,0,0,1.00,5,75
50,263,711,4.00,70.0,1,0,450,1,0,0,0,0,1.00,5,75
60,234,477,4.00,70.0,1,0,450,1,0,0,0,0,1.00,5,75
70,215,269,6.00,77.0,2,0,530,1,1,0,0,0,1.00,5,75
80,84,283,6.00,77.0,2,0,530,1,1,0,0,0,1.00,5,75
90,79,479,6.00,104.0,2,0,610,1,2,0,0,0,1.00,5,75
100,69,541,6.00,104.0,2,0,610,1,2,0,0,0,1.00,5,75
110,70,680,8.00,107.5,3,0,690,1,3,0,0,0,1.00,5,75
120,56,418,10.00,111.0,4,0,690,1,3,0,0,0,1.00,5,75
130,109,719,10.00,111.0,4,0,690,1,3,0,1,54,1.00,5,75
140,129,691,10.00,111.0,4,0,690,1,3,0,1,54,1.00,5,75
150,91,124,12.00,118.0,5,0,770,1,4,0,1,54,1.00,5,75
160,137,48,16.00,118.0,7,0,770,1,4,0,1,54,1.00,5,75
170,213,83,16.00,134.2,7,0,850,1,5,0,1,54,1.00,5,75
180,310,388,18.00,137.7,8,0,850,1,5,0,1,54,1.00,5,75
190,376,742,18.00,137.7,8,0,850,1,5,0,1,54,1.00,5,75
200,283,502,18.00,157.4,8,0,930,1,6,0,1,54,1.00,5,75
210,190,348,18.00,170.1,8,0,930,1,6,0,1,54,1.00,5,75
220,124,217,20.00,202.8,9,0,930,1,6,0,1,54,1.00,5,75
230,124,704,20.00,215.5,9,0,930,1,6,0,2,324,1.00,5,75
240,124,1538,22.00,215.5,10,0,930,1,6,0,3,454,1.00,5,75
250,41,1353,24.00,215.5,11,0,930,1,6,0,3,454,1.00,5,75
260,19,1168,24.00,228.2,11,0,1080,2,6,0,3,454,1.00,5,75
270,54,1167,26.00,248.2,12,0,1080,2,6,0,5,854,1.00,5,75
280,29,938,26.00,248.2,12,0,1080,2,6,0,5,854,1.00,5,75
290,47,1205,30.00,286.3,14,0,1080,2,6,0,7,1104,1.00,5,75
300,41,792,30.00,286.3,14,0,1080,2,6,0,9,1354,1.00,5,75
310,48,0,30.00,299.0,14,0,1080,2,6,0,10,1484,0.44,5,75
320,92,120,30.00,299.0,14,0,1080,2,6,0,11,1754,1.00,5,75
330,92,7,30.00,299.0,14,0,1080,2,6,0,12,1874,1.00,5,75
340,115,363,30.00,311.7,14,0,1080,2,6,0,13,2144,1.00,5,75
350,96,729,32.00,311.7,15,0,1080,2,6,0,15,2544,1.00,5,75
360,26,425,32.00,344.4,15,0,1080,2,6,0,15,2544,1.00,5,75
370,117,2008,32.00,357.1,15,0,1080,2,6,0,17,2804,1.00,5,75
380,83,2052,32.00,389.8,15,0,1080,2,6,0,19,3044,1.00,5,75
390,43,2166,32.00,389.8,15,0,1080,2,6,0,21,3434,1.00,5,75
400,181,4098,32.00,415.2,15,0,1080,2,6,0,22,3564,1.00,5,75
410,171,4650,32.00,415.2,15,0,1080,2,6,0,24,3804,1.00,5,75
420,40,3381,32.00,415.2,15,0,1080,2,6,0,25,4074,1.00,5,75
430,94,4189,34.00,427.9,16,0,1080,2,6,0,26,4344,1.00,5,75
440,147,5016,36.00,427.9,17,0,1080,2,6,0,29,4864,1.00,5,75
450,91,4009,36.00,427.9,17,0,1080,2,6,0,30,5134,1.00,5,75
460,148,4437,36.00,427.9,17,0,1080,2,6,0,31,5404,1.00,5,75
470,92,3619,36.00,427.9,17,0,1080,2,6,0,33,5944,1.00,5,75
480,61,3036,38.00,440.6,18,0,1080,2,6,0,34,6214,1.00,5,75
490,133,3378,40.00,440.6,19,0,1080,2,6,0,34,6214,1.00,5,75
500,52,2279,40.00,440.6,19,0,1080,2,6,0,36,6754,1.00,5,75
510,77,2914,42.00,440.6,20,0,1080,2,6,0,38,7144,1.00,5,75
520,228,4346,42.00,440.6,20,0,1080,2,6,0,39,7264,1.00,5,75
530,216,3466,42.00,460.6,20,0,1080,2,6,0,41,7804,1.00,5,75
540,222,2729,42.00,460.6,20,0,1080,2,6,0,42,8074,1.00,5,75
550,378,3752,42.00,460.6,20,0,1080,2,6,0,43,8344,1.00,5,75
560,313,2218,44.00,460.6,21,0,1080,2,6,0,45,8884,1.00,5,75
570,280,777,46.00,460.6,22,0,1080,2,6,0,46,9154,1.00,5,75
580,491,1862,46.00,460.6,22,0,1080,2,6,0,47,9424,1.00,5,75
590,507,866,46.00,460.6,22,0,1080,2,6,0,49,9964,1.00,5,75
600,541,145,46.00,460.6,22,0,1080,2,6,0,52,10624,1.00,5,75
