t,metal,energy,metal_income,energy_income,extractors,converters,build_power,factories,constructors,nanos,army_count,army_value,stall,metal_wasted,energy_wasted
10,968,721,4.00,30.0,1,0,300,0,0,0,0,0,1.00,5,75
20,968,873,4.00,42.7,1,0,300,0,0,0,0,0,1.00,5,75
30,966,782,4.00,42.7,1,0,300,0,0,0,0,0,1.00,5,146
40,998,1000,6.00,42.7,2,0,300,0,0,0,0,0,1.00,5,214
50,906,1050,6.00,62.7,2,0,300,0,0,0,0,0,1.00,5,543
60,666,1047,6.00,62.7,2,0,300,0,0,0,0,0,1.00,5,543
70,529,1075,6.00,62.7,2,0,450,1,0,0,0,0,1.00,5,557
80,501,803,6.00,75.4,2,0,450,1,0,0,0,0,1.00,5,557
90,388,801,6.00,75.4,2,0,450,1,0,0,0,0,1.00,5,557
100,327,781,6.00,102.4,2,0,530,1,1,0,0,0,1.00,5,557
110,193,859,6.00,129.4,2,0,610,1,2,0,0,0,1.00,5,557
120,202,830,6.00,129.4,2,0,610,1,2,0,0,0,1.00,5,557
130,220,851,6.00,136.4,2,1,690,1,3,0,0,0,1.00,5,557
140,229,1051,6.05,136.4,2,1,690,1,3,0,0,0,1.00,5,557
150,211,984,6.00,136.4,2,1,690,1,3,0,0,0,1.00,5,557
160,133,413,6.00,143.4,3,1,770,1,4,0,0,0,1.00,5,557
170,165,429,12.00,143.4,5,2,770,1,4,0,0,0,1.00,5,557
180,242,754,12.00,150.4,5,2,850,1,5,0,0,0,1.00,5,557
190,268,834,12.00,150.4,5,2,850,1,5,0,0,0,1.00,5,557
200,284,994,12.00,163.1,5,3,850,1,5,0,0,0,1.00,5,557
210,333,613,12.00,182.8,5,4,930,1,6,0,0,0,1.00,5,557
220,339,964,14.00,182.8,6,4,930,1,6,0,0,0,1.00,5,557
230,270,1060,14.00,189.8,6,4,930,1,7,0,0,0,1.00,5,557
240,196,148,18.00,189.8,8,4,930,1,7,0,0,0,1.00,5,557
250,200,313,18.00,213.3,8,5,930,1,8,0,0,0,1.00,5,557
260,250,736,20.00,236.8,9,5,930,1,8,0,0,0,1.00,5,557
270,242,1211,20.00,236.8,9,5,930,1,8,0,0,0,1.00,5,557
280,224,1389,24.80,263.8,11,5,1130,1,9,1,0,0,1.00,5,557
290,168,884,24.00,263.8,11,5,1130,1,9,1,1,270,1.00,5,557
300,56,1080,26.00,263.8,12,5,1130,1,9,1,1,270,1.00,5,557
310,104,1502,28.93,310.8,13,5,1130,1,10,1,1,270,1.00,5,557
320,265,1539,33.42,317.8,15,5,1130,1,11,1,2,324,1.00,5,557
330,420,1443,32.00,324.8,15,5,1130,1,12,1,2,324,1.00,5,557
340,579,1614,33.85,344.8,15,6,1130,1,13,1,2,324,1.00,5,557
350,809,1652,35.74,351.8,16,6,1130,1,13,1,2,324,1.00,5,557
360,980,1689,35.67,371.5,16,6,1130,1,14,1,2,324,1.00,5,557
370,1066,1764,35.74,398.5,16,6,1130,1,15,1,2,324,1.00,5,557
380,1260,1802,39.88,405.5,18,6,1130,1,16,1,2,324,1.00,5,557
390,1362,1877,41.86,422.5,19,6,1130,1,17,1,2,324,1.00,5,557
400,1581,1914,40.95,439.5,19,6,1130,1,18,1,2,324,1.00,5,557
410,1736,1952,42.48,459.5,19,7,1130,1,18,1,3,594,1.00,5,557
420,1865,1989,46.64,466.5,20,7,1130,1,19,1,3,594,1.00,5,557
430,2002,2027,49.69,486.5,22,7,1130,1,19,1,4,724,1.00,5,557
440,2200,2064,49.79,493.5,22,7,1130,1,20,1,4,724,1.00,112,557
450,2200,2217,51.96,560.5,22,7,1130,1,21,1,4,724,1.00,288,557
460,2200,2262,53.00,560.5,22,7,1130,1,21,1,4,724,1.00,818,557
470,2200,2307,53.00,560.5,22,7,1130,1,21,1,4,724,1.00,1317,557
480,2200,2352,53.00,560.5,22,7,1130,1,21,1,4,724,1.00,1724,557
