t,metal,energy,metal_income,energy_income,extractors,converters,build_power,factories,constructors,nanos,army_count,army_value,stall,metal_wasted,energy_wasted
10,973,980,2.00,42.7,0,0,300,0,0,0,0,0,1.00,3,141
20,866,764,4.00,42.7,1,0,300,0,0,0,0,0,1.00,3,141
30,606,591,4.00,42.7,1,0,300,0,0,0,0,0,1.00,3,141
40,432,432,4.00,42.7,1,0,450,1,0,0,0,0,1.00,3,141
50,313,243,4.00,62.7,1,0,450,1,0,0,0,0,1.00,3,141
60,191,288,4.00,89.7,1,0,530,1,1,0,0,0,1.00,3,141
70,154,167,4.00,89.7,1,0,530,1,1,0,0,0,1.00,3,141
80,141,108,6.00,89.7,2,0,530,1,1,0,0,0,1.00,3,141
90,100,73,6.00,109.4,2,0,610,1,2,0,0,0,1.00,3,141
100,90,189,6.00,109.4,2,0,610,1,2,0,0,0,1.00,3,141
110,108,508,8.00,116.4,3,0,690,1,3,0,0,0,1.00,3,141
120,109,742,8.00,116.4,3,0,690,1,3,0,0,0,1.00,3,141
130,24,394,10.00,116.4,4,0,770,1,4,0,0,0,1.00,3,141
140,10,559,12.00,123.4,5,0,770,1,4,0,0,0,1.00,3,141
150,17,745,12.00,143.4,5,0,770,1,4,0,0,0,1.00,3,141
160,91,1311,14.00,150.4,6,0,850,1,5,0,0,0,1.00,3,141
170,98,1260,14.00,150.4,6,0,850,1,5,0,0,0,1.00,3,154
180,123,1319,16.00,170.1,7,0,930,1,6,0,0,0,1.00,3,154
190,106,1188,18.00,182.8,8,0,930,1,6,0,0,0,1.00,3,154
200,115,1551,22.00,182.8,10,0,930,1,6,0,1,130,1.00,3,154
210,63,1091,24.00,182.8,11,0,930,1,6,0,2,260,1.00,3,185
220,74,1232,24.00,202.8,11,0,930,1,6,0,2,260,1.00,3,185
230,157,1527,26.00,222.8,12,0,930,1,6,0,3,380,1.00,3,185
240,234,1495,26.00,222.8,12,0,930,1,6,0,3,380,1.00,3,185
250,264,1374,26.00,222.8,12,0,930,1,6,0,3,380,1.00,3,185
260,321,1406,28.00,235.5,13,0,930,1,6,0,4,650,1.00,3,185
270,202,476,30.00,248.2,14,0,1130,1,6,1,4,650,1.00,3,185
280,277,1118,32.00,288.2,15,0,1130,1,6,1,6,974,1.00,3,185
290,331,1354,32.00,300.9,15,0,1130,1,6,1,7,1104,1.00,3,185
300,357,1408,32.00,313.6,15,0,1130,1,6,1,8,1234,1.00,3,185
310,358,1485,36.00,313.6,17,0,1130,1,6,1,9,1504,1.00,3,185
320,314,908,36.00,326.3,17,0,1130,1,6,1,11,1744,1.00,3,185
330,321,690,36.00,346.3,17,0,1330,1,6,2,12,1864,1.00,3,185
340,286,0,36.00,366.3,17,0,1330,1,6,2,13,1994,0.67,3,185
350,216,489,38.00,399.0,18,0,1330,1,6,2,15,2318,1.00,3,185
360,229,594,38.00,411.7,18,0,1330,1,6,2,17,2708,1.00,3,185
370,273,1365,40.00,424.4,19,0,1330,1,6,2,19,2968,1.00,3,185
380,234,973,40.00,434.4,19,0,1330,1,6,2,21,3228,1.00,3,185
390,214,65,40.00,469.8,19,0,1330,1,6,2,22,3498,0.89,3,185
400,263,904,40.00,469.8,19,0,1530,1,6,3,24,3748,1.00,3,185
410,200,-0,42.00,469.8,20,0,1530,1,6,3,25,4018,0.82,3,185
420,259,608,42.00,495.2,20,0,1530,1,6,3,27,4418,1.00,3,185
430,236,96,42.00,520.6,20,0,1530,1,6,3,28,4688,1.00,3,185
440,262,810,42.00,520.6,20,0,1530,1,6,3,31,5218,1.00,3,185
450,175,248,42.00,533.3,20,0,1530,1,6,3,32,5488,1.00,3,185
460,196,1217,42.00,558.7,20,0,1530,1,6,3,35,5878,1.00,3,185
470,170,1424,44.00,584.1,21,0,1530,1,6,3,37,6278,1.00,3,185
480,160,1391,44.00,584.1,21,0,1530,1,6,3,38,6548,1.00,3,185
490,120,1033,44.00,584.1,21,0,1530,1,6,3,40,7088,1.00,3,185
500,16,207,44.00,584.1,21,0,1730,1,6,4,42,7488,1.00,3,185
510,64,771,46.00,584.1,22,0,1730,1,6,4,44,8028,1.00,3,185
520,73,1151,46.00,584.1,22,0,1730,1,6,4,46,8418,1.00,3,185
530,54,833,46.00,584.1,22,0,1730,1,6,4,48,8958,1.00,3,185
540,0,113,46.00,584.1,22,0,1730,1,6,4,49,9228,1.00,3,185
550,11,142,46.00,584.1,22,0,1730,1,6,4,51,9768,1.00,3,185
560,41,573,46.00,584.1,22,0,1730,1,6,4,53,10168,1.00,3,185
570,112,1759,46.00,584.1,22,0,1730,1,6,4,56,10698,1.00,3,185
580,43,1003,46.00,584.1,22,0,1730,1,6,4,58,11238,1.00,3,185
590,10,647,46.00,596.8,22,0,1730,1,6,4,59,11508,1.00,3,185
600,14,910,46.00,596.8,22,0,1730,1,6,4,62,12178,1.00,3,185
