t,metal,energy,metal_income,energy_income,extractors,converters,build_power,factories,constructors,nanos,army_count,army_value,stall,metal_wasted,energy_wasted
10,968,721,4.00,30.0,1,0,300,0,0,0,0,0,1.00,5,75
20,853,1011,4.00,50.0,1,0,300,0,0,0,0,0,1.00,5,75
30,608,939,4.00,50.0,1,0,300,0,0,0,0,0,1.00,5,75
40,408,896,4.00,50.0,1,0,450,1,0,0,0,0,1.00,5,75
50,263,711,4.00,70.0,1,0,450,1,0,0,0,0,1.00,5,75
60,103,685,4.00,70.0,1,0,450,1,0,0,0,0,1.00,5,75
70,97,978,4.00,97.0,1,0,530,1,1,0,0,0,1.00,5,75
80,47,711,6.00,97.0,2,0,530,1,1,0,0,0,1.00,5,75
90,54,926,6.00,104.0,2,0,610,1,2,0,0,0,1.00,5,75
100,44,988,6.00,104.0,2,0,610,1,2,0,0,0,1.00,5,75
110,32,1002,8.00,107.5,3,0,690,1,3,0,0,0,1.00,5,75
120,34,903,10.00,111.0,4,0,690,1,3,0,0,0,1.00,5,75
130,64,975,10.00,111.0,4,0,690,1,3,0,0,0,1.00,5,75
140,74,1072,11.00,118.0,5,0,770,1,4,0,0,0,1.00,5,75
150,76,1184,12.00,118.0,5,0,770,1,4,0,0,0,1.00,5,75
160,36,816,16.00,125.0,7,0,850,1,5,0,0,0,1.00,5,75
170,62,847,16.00,145.0,7,0,850,1,5,0,0,0,1.00,5,75
180,48,475,20.00,145.0,9,0,850,1,5,0,0,0,1.00,5,75
190,128,655,22.00,152.0,10,0,930,1,6,0,0,0,1.00,5,75
200,155,750,24.00,152.0,11,0,930,1,6,0,1,54,1.00,5,75
210,213,1284,24.00,172.0,11,0,930,1,6,0,2,184,1.00,5,75
220,219,803,26.00,172.0,12,0,930,1,6,0,2,184,1.00,5,75
230,300,687,26.00,212.0,12,0,930,1,6,0,3,238,1.00,5,75
240,379,837,28.00,212.0,13,0,930,1,6,0,5,346,1.00,5,75
250,386,485,28.00,212.0,13,0,930,1,6,0,5,346,1.00,5,75
260,420,412,29.00,212.0,14,0,930,1,6,0,5,346,1.00,5,75
270,540,978,30.00,252.0,14,0,930,1,6,0,6,616,1.00,5,75
280,535,893,30.00,252.0,14,0,1130,1,6,1,6,616,1.00,5,75
290,387,310,30.00,252.0,14,0,1130,1,6,1,7,886,1.00,5,75
300,269,568,34.00,292.0,16,0,1130,1,6,1,9,1070,1.00,5,75
310,224,967,34.00,292.0,16,0,1130,1,6,1,10,1190,1.00,5,75
320,277,1469,34.00,312.0,16,0,1130,1,6,1,12,1374,1.00,5,75
330,251,1466,34.00,332.0,16,0,1130,1,6,1,13,1644,1.00,5,75
340,217,1879,34.00,332.0,16,0,1280,2,6,1,14,1764,1.00,5,75
350,57,823,35.00,332.0,17,0,1280,2,6,1,16,2154,1.00,5,75
360,11,844,36.00,360.0,17,0,1280,2,6,1,17,2284,1.00,5,75
370,41,1193,38.00,380.0,18,0,1280,2,6,1,18,2414,1.00,5,75
380,50,1578,40.00,400.0,19,0,1280,2,6,1,21,2924,1.00,5,75
390,73,2068,40.00,408.0,19,0,1280,2,6,1,22,3054,1.00,5,75
400,54,1908,42.00,408.0,20,0,1280,2,6,1,24,3314,1.00,5,75
410,34,1417,42.00,428.0,20,0,1280,2,6,1,25,3584,1.00,5,75
420,88,1685,42.00,448.0,20,0,1280,2,6,1,27,3974,1.00,5,75
430,175,2338,44.00,448.0,21,0,1280,2,6,1,29,4234,1.00,5,75
440,158,2024,44.00,448.0,21,0,1280,2,6,1,29,4234,1.00,5,125
450,93,1771,44.00,448.0,21,0,1280,2,6,1,31,4774,1.00,5,125
460,21,2132,44.00,516.0,21,0,1480,2,6,2,32,5044,1.00,5,125
470,11,1228,46.00,516.0,22,0,1480,2,6,2,34,5444,1.00,5,125
480,0,34,46.00,516.0,22,0,1480,2,6,2,35,5714,0.86,5,125
490,78,398,46.00,516.0,22,0,1680,2,6,3,36,5984,1.00,5,125
500,183,1623,46.00,516.0,22,0,1680,2,6,3,40,6614,1.00,5,125
510,139,476,46.00,516.0,22,0,1680,2,6,3,41,6884,1.00,5,125
520,170,670,46.00,516.0,22,0,1680,2,6,3,44,7414,1.00,5,125
530,179,455,46.00,516.0,22,0,1680,2,6,3,47,7934,1.00,5,125
540,62,260,46.00,524.0,22,0,1680,2,6,3,50,8248,1.00,5,125
550,75,143,46.00,544.0,22,0,1680,2,6,3,52,8788,0.89,5,125
560,143,1339,46.00,544.0,22,0,1680,2,6,3,55,9158,1.00,5,125
570,118,1807,46.00,544.0,22,0,1680,2,6,3,59,9648,1.00,5,125
580,59,1066,46.00,544.0,22,0,1680,2,6,3,62,10168,1.00,5,125
590,52,671,46.00,544.0,22,0,1680,2,6,3,63,10298,1.00,5,125
600,9,43,46.00,544.0,22,0,1680,2,6,3,67,11228,1.00,5,125
